#种子 0xf00d	NCONF 100	环大小 5
#花样	杂化	元素	双键伙伴	l0	l1	l2	l3	l4	a0	a1	a2	a3	a4	t0	t1	t2	Q	phi	SMILES
22222f2	22222	CNCCC	O,-,-,-,-	1.387209	1.391692	1.368017	1.371098	1.479334	105.290276	109.226572	108.902296	109.615084	106.965644	0.068303	-0.114106	0.000000	0.001001	1.4752	C1(NC2=CC=C(C3=C(C1=CC=C3)2)CN)=O
22222f2	22222	NCCNC	-,-,-,-,C	1.419934	1.433925	1.371351	1.394103	1.389344	105.276196	108.269831	107.311820	108.065499	110.534206	0.314560	4.170736	0.000000	0.065465	2.8455	CN1c2ccccc2N3C1=C(C(=O)C3)C#N
22222f2	22222	NCNCC	-,N,-,-,-	1.378241	1.358528	1.410215	1.406718	1.416538	104.443749	113.204259	106.135823	107.406633	108.788898	1.529843	-1.221974	0.000000	0.012622	14.1026	CC(C)N1C[NH+]=C2Nc3ccccc3N2C1
22222i	22222	CCCCC	C,-,-,-,-	1.454741	1.342881	1.447665	1.341746	1.454667	107.311762	106.764430	109.589805	109.393611	106.939999	-0.067607	-0.063539	0.000000	0.001814	16.7163	C[NH+](C)C=C1C=CC=C1
22222i	22222	CCCCC	O,-,-,-,-	1.483740	1.347021	1.462469	1.347020	1.483739	109.395992	104.437031	110.855662	110.855477	104.437235	-1.111080	1.509708	0.000000	0.012124	17.9545	O=C1C(=C(C2=CC=CC=C2)C(=C1C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5
22222i	22222	CCCNC	-,-,O,-,O	1.334890	1.489582	1.376515	1.364448	1.470692	109.516372	105.558853	108.689597	108.628418	107.606554	0.149341	-0.118636	0.000000	0.001303	16.7137	OC1=C(C(=O)N(C2=CC=CC=C2)C1=O)C3=CC=CC=C3
22222i	22222	CCCNC	-,-,O,-,O	1.336187	1.471088	1.353238	1.355729	1.467879	107.784490	107.442060	107.189204	110.475618	107.067363	1.175190	-2.018901	0.000000	0.017915	1.3798	C/N=C\\1/C(C(=O)N(C1=O)C)C2=CC(=O)N(C2=O)C
22222i	22222	CCCNN	-,-,C,-,-	1.334194	1.440011	1.388543	1.264974	1.374253	110.398508	105.008093	104.909342	111.056757	108.578418	2.032710	-2.232170	0.000000	0.019660	1.9223	CC1=C(/C(=C\\2/C(=NNS2)C)/N=N1)C(=O)OC
22222i	22222	CCCNN	N,N,-,-,-	1.495229	1.511716	1.309526	1.393162	1.370566	102.857030	104.242000	110.013004	107.252582	115.576662	1.816939	-0.511014	0.000000	0.022717	12.0593	C1(/C(NN=C1N)=N)=N/NC2=CC(C(F)(F)F)=CC=C2
22222i	22222	CCCNN	O,P,-,-,-	1.483490	1.489030	1.296368	1.393135	1.385235	102.926251	104.621443	110.659408	107.635500	114.123407	1.482113	-0.510887	0.000000	0.017293	15.0681	C1(C(N(C2=CC=CC=C2)N=C1C)=O)=P(C3=CC=C(C=C3)Br)(C4=CC=CC=C4)C5C=CC=CC=5
22222i	22222	CCCOC	-,-,O,-,O	1.322323	1.450714	1.348793	1.351567	1.459051	108.943300	106.253625	108.824095	109.267058	106.711922	-0.000003	0.000000	0.000000	0.000000	3.9595	ClC1=CC(=O)OC1=O
22222i	22222	CCCOC	-,C,O,-,-	1.424496	1.490594	1.381810	1.393814	1.329336	104.848480	106.521595	107.683859	104.440450	116.505616	0.000004	-0.000002	0.000000	0.000000	14.0462	C1(C(C(=O)OC=1)=C)C(=O)O
22222i	22222	CCNCC	-,-,-,-,C	1.347039	1.474322	1.284843	1.498356	1.484252	106.454348	110.965694	107.686498	110.986142	103.806918	1.876920	0.252135	0.000000	0.029320	4.1486	CC\\1=C([NH+]=C(/C1=C(\\C)/NN)C)C(=O)NN
22222i	22222	CCNCN	N,C,-,-,-	1.521827	1.399799	1.309765	1.378676	1.392683	102.971514	108.750189	104.345834	116.805130	106.592047	-3.705021	-0.951618	0.000000	0.067976	4.9668	[H]/N=C/1\\C(=C(\\C#N)/N)\\N=CN1N=C(C)C
22222i	22222	CCNCN	O,C,-,-,-	1.493251	1.379790	1.295307	1.345630	1.352947	102.277003	109.347955	103.918745	115.865743	108.590555	-0.000009	-0.000006	0.000000	0.000000	11.6721	c1cc(oc1)/C=C\\2/C(=O)NC(=N2)[S-]
22222i	22222	CCNNC	-,C,-,-,-	1.436125	1.383831	1.264809	1.370002	1.332155	103.467604	106.457846	110.113697	108.458056	111.502638	-0.132299	0.112790	0.000000	0.001098	16.0494	c1ccc(cc1)C(=O)ON/C(=C\\2/C=CN=N2)/[NH3+]
22222i	22222	CCNNC	-,C,-,-,-	1.436133	1.387516	1.266757	1.369669	1.330541	103.791188	106.048024	110.332284	108.260436	111.568068	-0.000065	0.000042	0.000000	0.000001	0.4084	C1=C/C(=C\\2/C=CN=N2)/NC=C1
22222i	22222	CCNON	-,C,-,-,-	1.478931	1.396106	1.416979	1.447579	1.299354	109.069408	104.615044	110.108006	104.318525	111.172967	8.415354	-8.246105	0.000000	0.077465	2.4410	c1ccc(cc1)C(=O)/C(=C/2\\C=[N+](ON2)[O-])/N=O
22222i	22222	CNCNC	-,-,N,-,-	1.298305	1.368338	1.367728	1.295944	1.507181	108.850923	102.149129	117.897790	102.315426	108.785645	0.211430	-0.342883	0.000000	0.002852	1.1884	C[S@@](=O)CC1=NC(=N)N=C1C[S@@](=O)C
22222i	22222	CNNNC	-,-,-,-,C	1.305302	1.414640	1.258001	1.372602	1.467170	108.231641	106.454681	110.881043	110.724535	103.707984	0.008047	0.063753	0.000000	0.000957	4.8247	CC(C)(C)C\\1=NN=N/C1=C/Nc2ccc(cc2)F
22222i	22222	COCNC	O,-,-,-,C	1.361072	1.354177	1.294962	1.369636	1.488135	102.946782	106.374769	117.711860	102.715891	110.250547	0.131859	-0.125106	0.000000	0.001025	1.3696	O=C1OC(=NC1=CC2=CC=CC=C2)C3=CC=CC=C3
22222i	22222	NCCCN	-,-,N,-,-	1.306610	1.478905	1.489760	1.297843	1.445144	110.261248	107.913946	103.717515	108.345846	109.686484	2.626417	-2.618008	0.000000	0.025347	0.8549	C1(\C(=NN=C1N)C2C=CC(C)=CC=2)=N/NC3C=C([N+]([O-])=O)C=CC=3
22222i	22222	NCCNC	-,C,O,-,O	1.364817	1.495091	1.366306	1.370915	1.383469	109.812994	106.518484	104.450006	111.508845	107.703186	0.450629	-0.783815	0.000000	0.007112	0.7650	COC1=CC=C(C=C1)C=C2NC(=O)NC2=O
22222i	22222	NCCNC	-,C,O,-,S	1.367668	1.497931	1.369775	1.370914	1.382315	109.445918	106.692148	104.374064	111.241466	108.245712	0.231816	-0.110210	0.000000	0.002386	10.3309	OC1=C(C=CC=C1)C=C2NC(=S)NC2=O
22222i	22222	NCCNC	-,C,O,-,S	1.380291	1.492718	1.375192	1.393517	1.409522	109.021538	107.335260	104.942453	111.332312	107.368438	-0.000018	0.000006	0.000000	0.000000	16.8200	CN1/C(=C/Nc2ccccc2)/C(=O)N(C1=S)C
22222i	22222	NCNCC	-,-,-,C,O	1.350468	1.299228	1.376972	1.491655	1.366569	107.826689	115.997434	104.170476	109.411855	102.576124	-0.816746	-0.039408	0.000000	0.011510	3.4052	CCN1C(=N/C(=C\\c2ccccc2)/C1=O)C
22222i	22222	NCNCC	-,C,-,-,-	1.440839	1.422827	1.389245	1.340511	1.401237	105.541091	106.982192	107.124301	109.725422	110.570246	2.367178	-1.593057	0.000000	0.021889	3.0798	N1(/C(=C/[N+]([O-])=O)N(C)C=C1)C(=N)N
22222i	22222	NCOCN	-,-,-,C,-	1.300342	1.369770	1.394643	1.372386	1.346605	102.554030	119.205981	98.335141	109.899305	109.489639	-1.823327	5.534280	0.000000	0.063176	16.2191	c1cc(ccc1C2=NN/C(=C(\\N)/N=O)/O2)[N+](=O)[O-]
22223f1	22223	CCCCC	-,-,C,N,-	1.337301	1.425209	1.474751	1.531460	1.535185	111.921291	111.671825	107.237049	108.423475	100.741271	-0.009154	0.461002	0.000000	0.006919	2.4896	[H]/N=C/1\\[C@@H](C(=C\\2C1=C(C(/C2=N\\[H])C#N)C)C)C#N
22223f1	22223	CCCCC	N,O,-,-,-	1.514633	1.465202	1.400691	1.502953	1.514092	109.065081	106.188765	109.369464	112.703767	102.672923	-0.000004	0.000007	0.000000	0.000000	3.3478	C1(\C(C2C=CC=CC(C1)=2)=O)=N/O
22223f1	22223	CCCCS	-,-,-,-,O	1.341457	1.459076	1.394161	1.750904	1.742728	112.787645	112.258126	113.076351	109.836981	92.040896	-0.000074	0.000004	0.000000	0.000001	0.9647	BrC1=CC2=CC=CC=C2S1(=O)=O
22223f1	22223	CCCCS	N,-,-,N,-	1.480372	1.330890	1.445371	1.747582	1.774805	108.357745	113.265818	116.258957	109.066919	93.038468	0.520387	0.280796	0.000000	0.011800	15.8232	CN1CCC\\2=C1/C(=N\\O)/S/C2=N\\c3ccc(cc3)F
22223f1	22223	NCCNS	-,-,-,-,-	1.417048	1.415103	1.417048	1.674509	1.674509	108.091293	112.311388	112.311398	108.091295	96.114350	0.000022	11.513554	0.000000	0.183490	0.0001	c1ccc2c(c1)nc3c(n2)NSN3
